index	Ontology	GO id	GO term	value	pval	qval
37	BP	GO:0006541	glutamine metabolic process	3	0.002949850814782608	0.9170847006066039
38	BP	GO:0021895	cerebral cortex neuron differentiation	3	0.002949850814782608	0.9170847006066039
39	BP	GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure	3	0.002949850814782608	0.9170847006066039
40	BP	GO:1901674	regulation of histone H3-K27 acetylation	3	0.002949850814782608	0.9170847006066039
41	BP	GO:0008211	glucocorticoid metabolic process	3	0.002949850814782608	0.9170847006066039
42	BP	GO:0043576	regulation of respiratory gaseous exchange	3	0.002949850814782608	0.9170847006066039
43	BP	GO:0090063	positive regulation of microtubule nucleation	3	0.002949850814782608	0.9170847006066039
44	BP	GO:1905643	positive regulation of DNA methylation	3	0.002949850814782608	0.9170847006066039
45	BP	GO:1902679	negative regulation of RNA biosynthetic process	450	0.0031966274722502698	0.9192701453323714
46	BP	GO:0045892	negative regulation of transcription, DNA-templated	450	0.0031966274722502698	0.9192701453323714
47	BP	GO:1903507	negative regulation of nucleic acid-templated transcription	450	0.0031966274722502698	0.9192701453323714
48	BP	GO:0045944	positive regulation of transcription by RNA polymerase II	454	0.0032828243676148853	0.9210324073335129
49	BP	GO:2001252	positive regulation of chromosome organization	104	0.003380784438478707	0.9259324618052516
50	BP	GO:1902275	regulation of chromatin organization	110	0.0037790493786479316	0.9422499693900072
51	BP	GO:0090068	positive regulation of cell cycle process	112	0.003916604328734266	0.9422499693900072
52	BP	GO:0001964	startle response	4	0.0039318437390872246	0.9422499693900072
53	BP	GO:0010968	regulation of microtubule nucleation	4	0.0039318437390872246	0.9422499693900072
54	BP	GO:1900112	regulation of histone H3-K9 trimethylation	4	0.0039318437390872246	0.9422499693900072
55	BP	GO:0007585	respiratory gaseous exchange by respiratory system	4	0.0039318437390872246	0.9422499693900072
56	BP	GO:0051253	negative regulation of RNA metabolic process	489	0.004104051492162256	0.9634470268233151
57	BP	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	522	0.0049942091808602524	1.0
58	BP	GO:0010558	negative regulation of macromolecule biosynthetic process	525	0.0050809794452061794	1.0
59	BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	534	0.005347308705680486	1.0
60	BP	GO:0031327	negative regulation of cellular biosynthetic process	536	0.00540772984679794	1.0
61	BP	GO:0009890	negative regulation of biosynthetic process	548	0.005779838269971325	1.0
62	BP	GO:0051574	positive regulation of histone H3-K9 methylation	6	0.005893894838287618	1.0
63	BP	GO:1901990	regulation of mitotic cell cycle phase transition	138	0.005921469098030885	1.0
64	BP	GO:0045787	positive regulation of cell cycle	147	0.006708380533489306	1.0
65	BP	GO:0051151	negative regulation of smooth muscle cell differentiation	7	0.0068739534368457535	1.0
66	BP	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	7	0.0068739534368457535	1.0
67	BP	GO:0046470	phosphatidylcholine metabolic process	7	0.0068739534368457535	1.0
68	CC	GO:0016580	Sin3 complex	7	0.0068739534368457535	1.0
69	MF	GO:0035197	siRNA binding	7	0.0068739534368457535	1.0
70	BP	GO:1903508	positive regulation of nucleic acid-templated transcription	606	0.00782024026285091	1.0
71	BP	GO:0045893	positive regulation of transcription, DNA-templated	606	0.00782024026285091	1.0
72	BP	GO:2000678	negative regulation of transcription regulatory region DNA binding	8	0.007853367683957573	1.0
73	BP	GO:0042754	negative regulation of circadian rhythm	8	0.007853367683957573	1.0
74	CC	GO:0070822	Sin3-type complex	8	0.007853367683957573	1.0
75	MF	GO:0008327	methyl-CpG binding	8	0.007853367683957573	1.0
76	BP	GO:1902680	positive regulation of RNA biosynthetic process	608	0.007898053172941953	1.0
77	BP	GO:0033044	regulation of chromosome organization	168	0.008727854982016196	1.0
78	BP	GO:0042551	neuron maturation	9	0.008832137791472818	1.0
79	BP	GO:0031935	regulation of chromatin silencing	9	0.008832137791472818	1.0
80	BP	GO:0001662	behavioral fear response	9	0.008832137791472818	1.0
81	MF	GO:0003677	DNA binding	632	0.008872421094890713	1.0
82	BP	GO:0051254	positive regulation of RNA metabolic process	642	0.009300968859432414	1.0
83	BP	GO:1901987	regulation of cell cycle phase transition	176	0.009564074455520757	1.0
84	BP	GO:1900181	negative regulation of protein localization to nucleus	10	0.009810263971280006	1.0
85	BP	GO:0002209	behavioral defense response	10	0.009810263971280006	1.0
86	BP	GO:0071514	genetic imprinting	10	0.009810263971280006	1.0
87	BP	GO:0009064	glutamine family amino acid metabolic process	10	0.009810263971280006	1.0
88	BP	GO:0006349	regulation of gene expression by genetic imprinting	10	0.009810263971280006	1.0
89	BP	GO:0042596	fear response	11	0.010787746435246073	1.0
90	BP	GO:1903350	response to dopamine	12	0.011764585395360842	1.0
91	BP	GO:0035067	negative regulation of histone acetylation	12	0.011764585395360842	1.0
92	BP	GO:1903351	cellular response to dopamine	12	0.011764585395360842	1.0
93	MF	GO:0140416	transcription regulator inhibitor activity	12	0.011764585395360842	1.0
94	CC	GO:0005667	transcription regulator complex	196	0.011814157869656713	1.0
95	BP	GO:0006357	regulation of transcription by RNA polymerase II	699	0.012009378569052428	1.0
96	BP	GO:0010557	positive regulation of macromolecule biosynthetic process	701	0.012112907269069596	1.0
97	BP	GO:0051570	regulation of histone H3-K9 methylation	13	0.012740781063450227	1.0
98	BP	GO:0021549	cerebellum development	13	0.012740781063450227	1.0
99	BP	GO:0031328	positive regulation of cellular biosynthetic process	724	0.013346556208288157	1.0
100	BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	724	0.013346556208288157	1.0
101	BP	GO:0007346	regulation of mitotic cell cycle	209	0.013397684788213248	1.0
102	BP	GO:0044030	regulation of DNA methylation	14	0.013716333651275428	1.0
103	BP	GO:0007616	long-term memory	14	0.013716333651275428	1.0
104	BP	GO:0019751	polyol metabolic process	14	0.013716333651275428	1.0
105	BP	GO:0060291	long-term synaptic potentiation	14	0.013716333651275428	1.0
106	BP	GO:2000757	negative regulation of peptidyl-lysine acetylation	14	0.013716333651275428	1.0
107	BP	GO:0009891	positive regulation of biosynthetic process	735	0.013965051203042303	1.0
108	BP	GO:0002230	positive regulation of defense response to virus by host	15	0.014691243370830252	1.0
109	BP	GO:0060079	excitatory postsynaptic potential	15	0.014691243370830252	1.0
110	BP	GO:0036211	protein modification process	761	0.015502265968283519	1.0
111	BP	GO:0006464	cellular protein modification process	761	0.015502265968283519	1.0
112	BP	GO:0016358	dendrite development	16	0.0156655104341795	1.0
113	BP	GO:0007632	visual behavior	16	0.0156655104341795	1.0
114	BP	GO:0008542	visual learning	16	0.0156655104341795	1.0
115	BP	GO:0051150	regulation of smooth muscle cell differentiation	16	0.0156655104341795	1.0
116	BP	GO:1901984	negative regulation of protein acetylation	17	0.01663913505294147	1.0
117	BP	GO:0033555	multicellular organismal response to stress	17	0.01663913505294147	1.0
118	BP	GO:1901605	alpha-amino acid metabolic process	17	0.01663913505294147	1.0
119	BP	GO:0009791	post-embryonic development	17	0.01663913505294147	1.0
120	BP	GO:0051172	negative regulation of nitrogen compound metabolic process	786	0.017082971809628252	1.0
121	BP	GO:0031116	positive regulation of microtubule polymerization	18	0.017612117439024237	1.0
122	BP	GO:0021953	central nervous system neuron differentiation	18	0.017612117439024237	1.0
123	BP	GO:0006576	cellular biogenic amine metabolic process	18	0.017612117439024237	1.0
124	BP	GO:0009308	amine metabolic process	18	0.017612117439024237	1.0
125	BP	GO:0019233	sensory perception of pain	18	0.017612117439024237	1.0
126	BP	GO:0044106	cellular amine metabolic process	18	0.017612117439024237	1.0
127	BP	GO:0043412	macromolecule modification	799	0.017945813530001326	1.0
128	BP	GO:0044267	cellular protein metabolic process	808	0.018559877098797018	1.0
129	BP	GO:0071870	cellular response to catecholamine stimulus	20	0.01955615636106419	1.0
130	BP	GO:0043537	negative regulation of blood vessel endothelial cell migration	20	0.01955615636106419	1.0
131	BP	GO:0035176	social behavior	20	0.01955615636106419	1.0
132	BP	GO:0031112	positive regulation of microtubule polymerization or depolymerization	20	0.01955615636106419	1.0
133	BP	GO:0050691	regulation of defense response to virus by host	20	0.01955615636106419	1.0
134	BP	GO:0071868	cellular response to monoamine stimulus	20	0.01955615636106419	1.0
135	BP	GO:0051703	biological process involved in intraspecies interaction between organisms	20	0.01955615636106419	1.0
136	MF	GO:0061980	regulatory RNA binding	20	0.01955615636106419	1.0
137	BP	GO:0031324	negative regulation of cellular metabolic process	829	0.02004682206613018	1.0
138	BP	GO:0071867	response to monoamine	21	0.02052721332071525	1.0
139	BP	GO:0071869	response to catecholamine	21	0.02052721332071525	1.0
140	BP	GO:0060078	regulation of postsynaptic membrane potential	21	0.02052721332071525	1.0
141	BP	GO:0071331	cellular response to hexose stimulus	23	0.022467403296934033	1.0
142	BP	GO:0071333	cellular response to glucose stimulus	23	0.022467403296934033	1.0
143	MF	GO:0003682	chromatin binding	276	0.023032535352429585	1.0
144	BP	GO:0008344	adult locomotory behavior	24	0.02343653673732109	1.0
145	BP	GO:0007416	synapse assembly	24	0.02343653673732109	1.0
146	BP	GO:0043392	negative regulation of DNA binding	24	0.02343653673732109	1.0
147	BP	GO:0071326	cellular response to monosaccharide stimulus	24	0.02343653673732109	1.0
148	BP	GO:0008306	associative learning	24	0.02343653673732109	1.0
149	BP	GO:0050905	neuromuscular process	25	0.024405029428001046	1.0
150	BP	GO:0006342	chromatin silencing	25	0.024405029428001046	1.0
151	BP	GO:0010638	positive regulation of organelle organization	289	0.02518107439804489	1.0
152	BP	GO:0031113	regulation of microtubule polymerization	26	0.025372881581512383	1.0
153	BP	GO:0031062	positive regulation of histone methylation	26	0.025372881581512383	1.0
154	BP	GO:0010605	negative regulation of macromolecule metabolic process	905	0.026089149338061196	1.0
155	BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	27	0.026340093409249227	1.0
156	BP	GO:0010564	regulation of cell cycle process	298	0.026720414400107053	1.0
157	BP	GO:0071322	cellular response to carbohydrate stimulus	28	0.02730666512295785	1.0
158	BP	GO:0031057	negative regulation of histone modification	28	0.02730666512295785	1.0
159	BP	GO:0044262	cellular carbohydrate metabolic process	29	0.028272596935244778	1.0
160	BP	GO:0010596	negative regulation of endothelial cell migration	29	0.028272596935244778	1.0
161	BP	GO:0045666	positive regulation of neuron differentiation	29	0.028272596935244778	1.0
162	BP	GO:0019538	protein metabolic process	932	0.028497299098593214	1.0
163	BP	GO:0051148	negative regulation of muscle cell differentiation	30	0.029237889057644333	1.0
164	BP	GO:2000677	regulation of transcription regulatory region DNA binding	30	0.029237889057644333	1.0
165	BP	GO:0045814	negative regulation of gene expression, epigenetic	30	0.029237889057644333	1.0
166	BP	GO:0043620	regulation of DNA-templated transcription in response to stress	31	0.030202541701741744	1.0
167	BP	GO:0009892	negative regulation of metabolic process	958	0.030952126943128835	1.0
168	BP	GO:0050688	regulation of defense response to virus	32	0.031166555079922262	1.0
169	BP	GO:0002218	activation of innate immune response	32	0.031166555079922262	1.0
170	BP	GO:0002244	hematopoietic progenitor cell differentiation	33	0.03212992940348285	1.0
171	CC	GO:0000785	chromatin	330	0.032532455411856155	1.0
172	MF	GO:0003676	nucleic acid binding	976	0.032731699017261646	1.0
173	BP	GO:0031110	regulation of microtubule polymerization or depolymerization	34	0.03309266488505725	1.0
174	BP	GO:1903506	regulation of nucleic acid-templated transcription	981	0.03323785077025273	1.0
175	BP	GO:0006355	regulation of transcription, DNA-templated	981	0.03323785077025273	1.0
176	BP	GO:2001141	regulation of RNA biosynthetic process	984	0.03354403193019356	1.0
177	BP	GO:0097549	chromatin organization involved in negative regulation of transcription	35	0.03405476173580724	1.0
178	BP	GO:0010633	negative regulation of epithelial cell migration	35	0.03405476173580724	1.0
179	BP	GO:0001678	cellular glucose homeostasis	35	0.03405476173580724	1.0
180	BP	GO:0006520	cellular amino acid metabolic process	35	0.03405476173580724	1.0
181	CC	GO:0000792	heterochromatin	35	0.03405476173580724	1.0
182	BP	GO:1905268	negative regulation of chromatin organization	36	0.035016220168149655	1.0
183	BP	GO:0043066	negative regulation of apoptotic process	346	0.03563372479822923	1.0
184	BP	GO:0030516	regulation of axon extension	37	0.035977040393681665	1.0
185	BP	GO:0006650	glycerophospholipid metabolic process	37	0.035977040393681665	1.0
186	BP	GO:0031060	regulation of histone methylation	38	0.03693722262407592	1.0
187	BP	GO:0035065	regulation of histone acetylation	38	0.03693722262407592	1.0
188	BP	GO:0043069	negative regulation of programmed cell death	356	0.03763705295553236	1.0
189	BP	GO:0007052	mitotic spindle organization	39	0.03789676707206043	1.0
190	BP	GO:0034401	chromatin organization involved in regulation of transcription	39	0.03789676707206043	1.0
191	MF	GO:0003690	double-stranded DNA binding	361	0.03865731285700398	1.0
192	BP	GO:0050806	positive regulation of synaptic transmission	40	0.038855673948890064	1.0
193	CC	GO:0072686	mitotic spindle	40	0.038855673948890064	1.0
194	BP	GO:2000181	negative regulation of blood vessel morphogenesis	41	0.03981394346606364	1.0
195	BP	GO:1901343	negative regulation of vasculature development	41	0.03981394346606364	1.0
196	BP	GO:0016525	negative regulation of angiogenesis	41	0.03981394346606364	1.0
197	BP	GO:1903828	negative regulation of cellular protein localization	41	0.03981394346606364	1.0
198	BP	GO:1901564	organonitrogen compound metabolic process	1046	0.04029986881234872	1.0
199	BP	GO:0030534	adult behavior	42	0.04077157583623147	1.0
200	BP	GO:0051252	regulation of RNA metabolic process	1052	0.040998022897496815	1.0
201	MF	GO:0043565	sequence-specific DNA binding	374	0.04136754480361367	1.0
202	BP	GO:0090263	positive regulation of canonical Wnt signaling pathway	43	0.041728571271029705	1.0
203	BP	GO:0060968	regulation of gene silencing	43	0.041728571271029705	1.0
204	BP	GO:0008202	steroid metabolic process	43	0.041728571271029705	1.0
205	BP	GO:0009749	response to glucose	43	0.041728571271029705	1.0
206	BP	GO:2000756	regulation of peptidyl-lysine acetylation	43	0.041728571271029705	1.0
207	MF	GO:1990841	promoter-specific chromatin binding	43	0.041728571271029705	1.0
208	BP	GO:0007613	memory	44	0.04268492998260425	1.0
209	BP	GO:0006644	phospholipid metabolic process	45	0.04364065218221103	1.0
210	BP	GO:0061387	regulation of extent of cell growth	45	0.04364065218221103	1.0
211	BP	GO:0009746	response to hexose	46	0.04459573808217739	1.0
212	BP	GO:0046486	glycerolipid metabolic process	46	0.04459573808217739	1.0
213	BP	GO:0060548	negative regulation of cell death	393	0.04547661189721477	1.0
214	BP	GO:0016571	histone methylation	47	0.045550187894240014	1.0
215	BP	GO:0048469	cell maturation	47	0.045550187894240014	1.0
216	MF	GO:0008013	beta-catenin binding	47	0.045550187894240014	1.0
217	BP	GO:0007626	locomotory behavior	48	0.04650400183051936	1.0
218	BP	GO:0007612	learning	48	0.04650400183051936	1.0
219	BP	GO:0034284	response to monosaccharide	49	0.047457180102568025	1.0
220	BP	GO:0016573	histone acetylation	50	0.048409722922298365	1.0
221	BP	GO:0008213	protein alkylation	51	0.049361630501739605	1.0
222	BP	GO:0006479	protein methylation	51	0.049361630501739605	1.0
223	BP	GO:0018393	internal peptidyl-lysine acetylation	51	0.049361630501739605	1.0
224	BP	GO:1901983	regulation of protein acetylation	51	0.049361630501739605	1.0
225	BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1124	0.05001428714326272	1.0
226	BP	GO:0006066	alcohol metabolic process	52	0.05031290305290812	1.0
227	BP	GO:0006475	internal protein amino acid acetylation	52	0.05031290305290812	1.0
228	BP	GO:2000112	regulation of cellular macromolecule biosynthetic process	1129	0.05068531108592777	1.0
229	BP	GO:0018394	peptidyl-lysine acetylation	53	0.05126354078820005	1.0
230	BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	1140	0.052182633905009365	1.0
231	BP	GO:0010556	regulation of macromolecule biosynthetic process	1142	0.05245800357983358	1.0
232	BP	GO:0043535	regulation of blood vessel endothelial cell migration	55	0.053162912655125	1.0
233	BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	55	0.053162912655125	1.0
234	BP	GO:0006260	DNA replication	56	0.054111647211949915	1.0
235	BP	GO:0016458	gene silencing	56	0.054111647211949915	1.0
236	BP	GO:0006473	protein acetylation	57	0.05505974779932477	1.0
237	BP	GO:0050808	synapse organization	57	0.05505974779932477	1.0
238	CC	GO:0000776	kinetochore	57	0.05505974779932477	1.0
239	BP	GO:0031058	positive regulation of histone modification	58	0.05600721462936056	1.0
240	BP	GO:0031326	regulation of cellular biosynthetic process	1172	0.056705544793720954	1.0
241	BP	GO:0030177	positive regulation of Wnt signaling pathway	59	0.056954047915060514	1.0
242	BP	GO:0040029	regulation of gene expression, epigenetic	60	0.05790024786696207	1.0
243	BP	GO:0009743	response to carbohydrate	60	0.05790024786696207	1.0
244	BP	GO:0043543	protein acylation	60	0.05790024786696207	1.0
245	BP	GO:0031325	positive regulation of cellular metabolic process	1181	0.05802309206704467	1.0
246	BP	GO:0042752	regulation of circadian rhythm	61	0.05884581469658405	1.0
247	BP	GO:0009889	regulation of biosynthetic process	1191	0.059510792839123035	1.0
248	BP	GO:0071695	anatomical structure maturation	62	0.05979074861831211	1.0
249	BP	GO:0051726	regulation of cell cycle	454	0.05982439007958218	1.0
250	BP	GO:0051147	regulation of muscle cell differentiation	63	0.06073504984198975	1.0
251	BP	GO:0005975	carbohydrate metabolic process	64	0.061678718579061695	1.0
252	BP	GO:0032273	positive regulation of protein polymerization	64	0.061678718579061695	1.0
253	BP	GO:0030182	neuron differentiation	64	0.061678718579061695	1.0
254	MF	GO:0003723	RNA binding	465	0.06259413755773172	1.0
255	BP	GO:0070507	regulation of microtubule cytoskeleton organization	65	0.06262175504305621	1.0
256	BP	GO:0045089	positive regulation of innate immune response	65	0.06262175504305621	1.0
257	BP	GO:0048167	regulation of synaptic plasticity	66	0.06356415944432679	1.0
258	BP	GO:0034329	cell junction assembly	66	0.06356415944432679	1.0
259	BP	GO:0051101	regulation of DNA binding	67	0.06450593199636029	1.0
260	BP	GO:0043524	negative regulation of neuron apoptotic process	67	0.06450593199636029	1.0
261	BP	GO:0045664	regulation of neuron differentiation	67	0.06450593199636029	1.0
262	BP	GO:0021700	developmental maturation	67	0.06450593199636029	1.0
263	BP	GO:0033500	carbohydrate homeostasis	68	0.06544707291007383	1.0
264	BP	GO:0042593	glucose homeostasis	68	0.06544707291007383	1.0
265	BP	GO:0001701	in utero embryonic development	68	0.06544707291007383	1.0
266	BP	GO:0044260	cellular macromolecule metabolic process	1231	0.06571586155468571	1.0
267	BP	GO:0010604	positive regulation of macromolecule metabolic process	1246	0.06814954064382577	1.0
268	BP	GO:0051100	negative regulation of binding	71	0.06826670794007582	1.0
269	BP	GO:0043009	chordate embryonic development	71	0.06826670794007582	1.0
270	BP	GO:0007600	sensory perception	72	0.06920532441985414	1.0
271	BP	GO:0007051	spindle organization	73	0.07014331032031781	1.0
272	BP	GO:0043414	macromolecule methylation	73	0.07014331032031781	1.0
273	BP	GO:0051130	positive regulation of cellular component organization	494	0.0701551389693412	1.0
274	BP	GO:0033043	regulation of organelle organization	494	0.0701551389693412	1.0
275	BP	GO:0032259	methylation	74	0.07108066585439177	1.0
276	CC	GO:1902494	catalytic complex	500	0.07176567885636112	1.0
277	BP	GO:1900180	regulation of protein localization to nucleus	76	0.07295348666943681	1.0
278	BP	GO:0009792	embryo development ending in birth or egg hatching	76	0.07295348666943681	1.0
279	BP	GO:0008104	protein localization	505	0.07311973867361275	1.0
280	BP	GO:1901615	organic hydroxy compound metabolic process	77	0.07388895237369641	1.0
281	BP	GO:0009790	embryo development	78	0.07482378855920867	1.0
282	BP	GO:0002833	positive regulation of response to biotic stimulus	78	0.07482378855920867	1.0
283	BP	GO:0033036	macromolecule localization	517	0.07641344942402345	1.0
284	CC	GO:0140513	nuclear protein-containing complex	521	0.07752505170980815	1.0
285	CC	GO:0005654	nucleoplasm	1308	0.07884636338554378	1.0
286	BP	GO:0009893	positive regulation of metabolic process	1314	0.07993722819040676	1.0
287	CC	GO:0005819	spindle	86	0.08227984077299158	1.0
288	BP	GO:1902905	positive regulation of supramolecular fiber organization	87	0.08320902081975264	1.0
289	BP	GO:0031175	neuron projection development	87	0.08320902081975264	1.0
290	BP	GO:0032271	regulation of protein polymerization	90	0.08599279740419825	1.0
291	BP	GO:1901654	response to ketone	90	0.08599279740419825	1.0
292	BP	GO:0010594	regulation of endothelial cell migration	91	0.08691946912040947	1.0
293	BP	GO:0007611	learning or memory	91	0.08691946912040947	1.0
294	CC	GO:0098794	postsynapse	91	0.08691946912040947	1.0
295	MF	GO:0042393	histone binding	91	0.08691946912040947	1.0
296	BP	GO:0032886	regulation of microtubule-based process	92	0.08784551428294282	1.0
297	BP	GO:0010468	regulation of gene expression	1356	0.08785627946621087	1.0
298	BP	GO:0016043	cellular component organization	1363	0.0892249364614198	1.0
299	BP	GO:0045595	regulation of cell differentiation	566	0.09049304051244	1.0
300	BP	GO:0042981	regulation of apoptotic process	567	0.09079070334965607	1.0
301	BP	GO:0071840	cellular component organization or biogenesis	1371	0.09080643561165148	1.0
302	BP	GO:0051495	positive regulation of cytoskeleton organization	96	0.0915434336448693	1.0
303	BP	GO:0002253	activation of immune response	97	0.09246634922190912	1.0
304	BP	GO:0043523	regulation of neuron apoptotic process	98	0.09338863951772214	1.0
305	BP	GO:0060828	regulation of canonical Wnt signaling pathway	98	0.09338863951772214	1.0
306	BP	GO:0043067	regulation of programmed cell death	581	0.09500039564194959	1.0
307	MF	GO:1901363	heterocyclic compound binding	1396	0.0958688589630365	1.0
308	BP	GO:1901215	negative regulation of neuron death	101	0.09615176083333951	1.0
309	BP	GO:0050890	cognition	101	0.09615176083333951	1.0
310	BP	GO:0019752	carboxylic acid metabolic process	101	0.09615176083333951	1.0
311	BP	GO:0043436	oxoacid metabolic process	101	0.09615176083333951	1.0
312	MF	GO:0003729	mRNA binding	101	0.09615176083333951	1.0
313	CC	GO:0005634	nucleus	1399	0.0964886990232335	1.0
314	BP	GO:0030336	negative regulation of cell migration	102	0.09707155212178863	1.0
315	MF	GO:0097159	organic cyclic compound binding	1413	0.09941662853837488	1.0
316	BP	GO:0006082	organic acid metabolic process	106	0.10074447717189539	1.0
317	BP	GO:0045088	regulation of innate immune response	107	0.10166114946825074	1.0
318	BP	GO:2000146	negative regulation of cell motility	107	0.10166114946825074	1.0
319	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	107	0.10166114946825074	1.0
320	BP	GO:0044255	cellular lipid metabolic process	108	0.10257719860203494	1.0
321	BP	GO:0051271	negative regulation of cellular component movement	111	0.10532160914653761	1.0
322	BP	GO:0034330	cell junction organization	111	0.10532160914653761	1.0
323	BP	GO:0040013	negative regulation of locomotion	111	0.10532160914653761	1.0
324	BP	GO:0010498	proteasomal protein catabolic process	113	0.10714810424741372	1.0
325	BP	GO:0019637	organophosphate metabolic process	113	0.10714810424741372	1.0
326	BP	GO:0042391	regulation of membrane potential	113	0.10714810424741372	1.0
327	BP	GO:0048523	negative regulation of cellular process	1449	0.10721625591096907	1.0
328	BP	GO:0010941	regulation of cell death	623	0.10809502440623033	1.0
329	BP	GO:0010817	regulation of hormone levels	115	0.10897211178230218	1.0
330	BP	GO:0051054	positive regulation of DNA metabolic process	115	0.10897211178230218	1.0
331	BP	GO:0010647	positive regulation of cell communication	628	0.1096994119125626	1.0
332	BP	GO:0010632	regulation of epithelial cell migration	116	0.10988318324257697	1.0
333	BP	GO:0023056	positive regulation of signaling	630	0.11034382928819338	1.0
334	BP	GO:0018205	peptidyl-lysine modification	117	0.11079363344741655	1.0
335	BP	GO:0043170	macromolecule metabolic process	1468	0.11149240878826255	1.0
336	BP	GO:0007568	aging	118	0.11170346260896072	1.0
337	BP	GO:0031399	regulation of protein modification process	645	0.1152250565969192	1.0
338	BP	GO:0045765	regulation of angiogenesis	122	0.11533657305180801	1.0
339	BP	GO:0030111	regulation of Wnt signaling pathway	123	0.11624330017157751	1.0
340	BP	GO:0006807	nitrogen compound metabolic process	1492	0.11705444057897131	1.0
341	BP	GO:1901342	regulation of vasculature development	124	0.11714940751978585	1.0
342	BP	GO:0009416	response to light stimulus	124	0.11714940751978585	1.0
343	BP	GO:0031334	positive regulation of protein-containing complex assembly	125	0.11805489530619756	1.0
344	BP	GO:0001666	response to hypoxia	126	0.11895976374499571	1.0
345	MF	GO:0003713	transcription coactivator activity	126	0.11895976374499571	1.0
346	BP	GO:0048638	regulation of developmental growth	127	0.1198640130470471	1.0
347	BP	GO:0036293	response to decreased oxygen levels	131	0.12347482312308757	1.0
