index	Ontology	GO id	GO term	value	pval	qval
50	BP	GO:0009966	regulation of signal transduction	2248	0.00015253761091865261	0.04475969263384253
51	BP	GO:0048168	regulation of neuronal synaptic plasticity	34	0.0001541457440965608	0.04475969263384253
52	BP	GO:0032268	regulation of cellular protein metabolic process	2022	0.0001571697610710889	0.04476013445580299
53	BP	GO:0051128	regulation of cellular component organization	2035	0.00016987107194342874	0.047464541592645966
54	BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	528	0.00017378580832039893	0.04765914880401459
55	BP	GO:0031344	regulation of cell projection organization	534	0.00018782590974572499	0.05057297995317166
56	BP	GO:0035900	response to isolation stress	7	0.00019493102323965593	0.051548812913501156
57	BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	181	0.00022441747129167615	0.05830523390102513
58	BP	GO:0006796	phosphate-containing compound metabolic process	1476	0.0003057099601882605	0.07696895517489166
59	BP	GO:0051246	regulation of protein metabolic process	2139	0.0003088370212269635	0.07696895517489166
60	BP	GO:0060964	regulation of gene silencing by miRNA	43	0.0003118466682756094	0.07696895517489166
61	BP	GO:0032270	positive regulation of cellular protein metabolic process	1292	0.0003485237708042041	0.08261603558018671
62	BP	GO:0006793	phosphorus metabolic process	1496	0.0003496231144646111	0.08261603558018671
63	BP	GO:0060147	regulation of posttranscriptional gene silencing	45	0.00035704141246079745	0.08261603558018671
64	BP	GO:0060966	regulation of gene silencing by RNA	45	0.00035704141246079745	0.08261603558018671
65	BP	GO:0048584	positive regulation of response to stimulus	1719	0.0003719394514128591	0.084739251322662
66	BP	GO:0043547	positive regulation of GTPase activity	205	0.0003989504965176608	0.08951602883227332
67	BP	GO:0065007	biological regulation	8406	0.00045942982270377004	0.10154770514059897
68	BP	GO:0043524	negative regulation of neuron apoptotic process	121	0.0005148464620911738	0.11212295966335578
69	BP	GO:0045860	positive regulation of protein kinase activity	336	0.0005325727071827022	0.11430245247345851
70	BP	GO:0033135	regulation of peptidyl-serine phosphorylation	123	0.0005477638963576283	0.11588336487371596
71	BP	GO:0051247	positive regulation of protein metabolic process	1360	0.00056006897133955	0.11681776614883656
72	BP	GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	12	0.0006066747030109076	0.12307185858751411
73	BP	GO:0038180	nerve growth factor signaling pathway	12	0.0006066747030109076	0.12307185858751411
74	BP	GO:0050789	regulation of biological process	7936	0.0006506149042149563	0.13020210968269308
75	BP	GO:0048522	positive regulation of cellular process	4039	0.0006702335655253592	0.13233985162486725
76	BP	GO:0051336	regulation of hydrolase activity	818	0.0006995834519845087	0.13631751763734984
77	BP	GO:0060324	face development	14	0.0008332101485077828	0.16024687128898382
78	BP	GO:2000641	regulation of early endosome to late endosome transport	15	0.0009595183771305061	0.17986718540412236
79	BP	GO:1903358	regulation of Golgi organization	15	0.0009595183771305061	0.17986718540412236
80	BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	251	0.0009992352134898029	0.18497092845713115
81	BP	GO:0045859	regulation of protein kinase activity	528	0.0010387624773523238	0.1899139941618588
82	BP	GO:0010975	regulation of neuron projection development	402	0.0013565133635913519	0.24498300489541866
83	BP	GO:0033674	positive regulation of kinase activity	406	0.0014271660756406796	0.25194062138412027
84	BP	GO:1901214	regulation of neuron death	272	0.0014290642309586132	0.25194062138412027
85	BP	GO:0042127	regulation of cell proliferation	1302	0.0014706442130175488	0.25622082530090445
86	BP	GO:0080135	regulation of cellular response to stress	563	0.0015085999731490243	0.2597774070042314
87	BP	GO:0043405	regulation of MAP kinase activity	162	0.0015303771372736652	0.2604983336308702
88	BP	GO:0030878	thyroid gland development	19	0.00155047595676598	0.2609204368607659
89	BP	GO:0046794	transport of virus	20	0.0017193890317255664	0.2860947434924035
90	BP	GO:0048583	regulation of response to stimulus	2957	0.0017676775588693126	0.2908615218810628
91	BP	GO:0060968	regulation of gene silencing	82	0.002059298228559598	0.3280455374810617
92	BP	GO:0043085	positive regulation of catalytic activity	953	0.00206452731672005	0.3280455374810617
93	BP	GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	22	0.0020822662248105744	0.3280455374810617
94	BP	GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA	22	0.0020822662248105744	0.3280455374810617
95	BP	GO:1901215	negative regulation of neuron death	177	0.0021165758010732224	0.3299407477694037
96	BP	GO:0043523	regulation of neuron apoptotic process	178	0.002160459794920314	0.33327342815598887
97	BP	GO:0045595	regulation of cell differentiation	1371	0.0022389982346698338	0.33808360061804466
98	BP	GO:1903649	regulation of cytoplasmic transport	23	0.0022761291186633326	0.33808360061804466
99	BP	GO:0031346	positive regulation of cell projection organization	303	0.002295603796606257	0.33808360061804466
100	BP	GO:0032872	regulation of stress-activated MAPK cascade	181	0.0022958914151111226	0.33808360061804466
101	BP	GO:0044087	regulation of cellular component biogenesis	781	0.002305789969776657	0.33808360061804466
102	BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	183	0.0023893749692370327	0.34690445019050214
103	BP	GO:0043549	regulation of kinase activity	631	0.0028876729013002306	0.41518007762480696
104	BP	GO:0051347	positive regulation of transferase activity	472	0.003052664482206874	0.4178516140322676
105	BP	GO:0070413	trehalose metabolism in response to stress	1	0.0031037664625261285	0.4178516140322676
106	BP	GO:1905513	negative regulation of short-term synaptic potentiation	1	0.0031037664625261285	0.4178516140322676
107	BP	GO:1905512	regulation of short-term synaptic potentiation	1	0.0031037664625261285	0.4178516140322676
108	BP	GO:0097323	B cell adhesion	1	0.0031037664625261285	0.4178516140322676
109	BP	GO:0038002	endocrine signaling	1	0.0031037664625261285	0.4178516140322676
110	BP	GO:1905062	positive regulation of cardioblast proliferation	1	0.0031037664625261285	0.4178516140322676
111	BP	GO:0033138	positive regulation of peptidyl-serine phosphorylation	97	0.003320781608959095	0.44304013375743456
112	BP	GO:0070371	ERK1 and ERK2 cascade	28	0.003367681729814126	0.44528570300729814
113	BP	GO:0048518	positive regulation of biological process	4529	0.003447971471704786	0.45186734092456793
114	BP	GO:0044093	positive regulation of molecular function	1248	0.003780724250196114	0.4911293457995987
115	BP	GO:0043406	positive regulation of MAP kinase activity	104	0.004040956635100392	0.5192361601521519
116	BP	GO:1902579	multi-organism localization	31	0.00411862089215716	0.5192361601521519
117	BP	GO:0044766	multi-organism transport	31	0.00411862089215716	0.5192361601521519
118	BP	GO:0051345	positive regulation of hydrolase activity	502	0.0041373399215310904	0.5192361601521519
119	BP	GO:0048732	gland development	215	0.0042631807251328315	0.5305331374663201
120	BP	GO:0009058	biosynthetic process	1774	0.004356505386767972	0.5376290689387241
121	BP	GO:0045664	regulation of neuron differentiation	509	0.004427245003601615	0.541843564118482
122	BP	GO:0010976	positive regulation of neuron projection development	227	0.005167120782154194	0.6245035914127852
123	BP	GO:0010941	regulation of cell death	1305	0.005217290034891713	0.6245035914127852
124	BP	GO:0048538	thymus development	35	0.0052291475005189665	0.6245035914127852
125	BP	GO:0043066	negative regulation of apoptotic process	705	0.005330562391885601	0.631522387691471
126	BP	GO:0043069	negative regulation of programmed cell death	722	0.006065427740050172	0.6699893329250873
127	BP	GO:0051338	regulation of transferase activity	723	0.006110923249348137	0.6699893329250873
128	BP	GO:0008542	visual learning	38	0.006142316968677766	0.6699893329250873
129	BP	GO:0005991	trehalose metabolic process	2	0.006198159133684717	0.6699893329250873
130	BP	GO:0035544	negative regulation of SNARE complex assembly	2	0.006198159133684717	0.6699893329250873
131	BP	GO:0031550	positive regulation of brain-derived neurotrophic factor receptor signaling pathway	2	0.006198159133684717	0.6699893329250873
132	BP	GO:0021897	forebrain astrocyte development	2	0.006198159133684717	0.6699893329250873
133	BP	GO:0031548	regulation of brain-derived neurotrophic factor receptor signaling pathway	2	0.006198159133684717	0.6699893329250873
134	BP	GO:0062029	positive regulation of stress granule assembly	2	0.006198159133684717	0.6699893329250873
135	BP	GO:0046968	peptide antigen transport	2	0.006198159133684717	0.6699893329250873
136	BP	GO:0060502	epithelial cell proliferation involved in lung morphogenesis	2	0.006198159133684717	0.6699893329250873
137	BP	GO:0071550	death-inducing signaling complex assembly	2	0.006198159133684717	0.6699893329250873
138	BP	GO:0009968	negative regulation of signal transduction	925	0.0064984793676278645	0.6973621808347902
139	BP	GO:0010977	negative regulation of neuron projection development	124	0.006595748056357295	0.7027081508388142
140	BP	GO:0010863	positive regulation of phospholipase C activity	40	0.0067886114203553624	0.7180896180288755
141	BP	GO:0036211	protein modification process	2024	0.006927769042627235	0.7224882517765263
142	BP	GO:0006464	cellular protein modification process	2024	0.006927769042627235	0.7224882517765263
143	BP	GO:0044249	cellular biosynthetic process	1643	0.00708500496619989	0.7315316868897447
144	BP	GO:1900274	regulation of phospholipase C activity	41	0.007122872408758541	0.7315316868897447
145	BP	GO:0022604	regulation of cell morphogenesis	396	0.00716267773644493	0.7315316868897447
146	BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	129	0.007354903436807353	0.7451279298011322
147	BP	GO:0008285	negative regulation of cell proliferation	567	0.007444826614103105	0.7451279298011322
148	BP	GO:0007632	visual behavior	42	0.007464480527291853	0.7451279298011322
149	BP	GO:1901576	organic substance biosynthetic process	1721	0.007497066752675311	0.7451279298011322
150	BP	GO:0090398	cellular senescence	43	0.007813389496056157	0.7713899003139708
151	BP	GO:0045596	negative regulation of cell differentiation	574	0.007890653899346277	0.7738588979829074
152	BP	GO:0008284	positive regulation of cell proliferation	761	0.008039219816036598	0.7832421464189867
153	BP	GO:0048534	hematopoietic or lymphoid organ development	136	0.00850176619997411	0.822893174218409
154	BP	GO:0042981	regulation of apoptotic process	1185	0.008807206676071579	0.8469215822463896
155	BP	GO:0099502	calcium-dependent activation of synaptic vesicle fusion	3	0.00928320553959145	0.8592186927238112
156	BP	GO:0031632	positive regulation of synaptic vesicle fusion to presynaptic active zone membrane	3	0.00928320553959145	0.8592186927238112
157	BP	GO:0044791	positive regulation by host of viral release from host cell	3	0.00928320553959145	0.8592186927238112
158	BP	GO:0070561	vitamin D receptor signaling pathway	3	0.00928320553959145	0.8592186927238112
159	BP	GO:0021697	cerebellar cortex formation	3	0.00928320553959145	0.8592186927238112
160	BP	GO:0044789	modulation by host of viral release from host cell	3	0.00928320553959145	0.8592186927238112
161	BP	GO:0043067	regulation of programmed cell death	1203	0.009692337409733649	0.8915144391350658
162	BP	GO:0060548	negative regulation of cell death	793	0.00998913493866107	0.9131425883125418
163	BP	GO:0010648	negative regulation of cell communication	1003	0.01044245282664183	0.948725668157907
164	BP	GO:0023057	negative regulation of signaling	1005	0.01056303502460914	0.9538291809721753
165	BP	GO:0031345	negative regulation of cell projection organization	148	0.010701137908342881	0.9604433411190892
166	BP	GO:0050770	regulation of axonogenesis	149	0.010897941128840882	0.972214519138582
167	BP	GO:0048523	negative regulation of cellular process	3458	0.01099868429094092	0.9753264411050544
168	BP	GO:0045666	positive regulation of neuron differentiation	286	0.011498091872241963	1.0
169	BP	GO:0008286	insulin receptor signaling pathway	53	0.011693988682795317	1.0
170	BP	GO:0062028	regulation of stress granule assembly	4	0.01235893312772876	1.0
171	BP	GO:0070836	caveola assembly	4	0.01235893312772876	1.0
172	BP	GO:2000670	positive regulation of dendritic cell apoptotic process	4	0.01235893312772876	1.0
173	BP	GO:0010518	positive regulation of phospholipase activity	55	0.012553192611677458	1.0
174	BP	GO:1903902	positive regulation of viral life cycle	56	0.012992892551578577	1.0
175	BP	GO:0050767	regulation of neurogenesis	641	0.013193209969966268	1.0
176	BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	57	0.01343926640336555	1.0
177	BP	GO:0034641	cellular nitrogen compound metabolic process	2499	0.014794825872667595	1.0
178	BP	GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	60	0.014817999255120975	1.0
179	BP	GO:0050679	positive regulation of epithelial cell proliferation	168	0.015040765820774103	1.0
180	BP	GO:0048022	negative regulation of melanin biosynthetic process	5	0.015425369267324338	1.0
181	BP	GO:1900122	positive regulation of receptor binding	5	0.015425369267324338	1.0
182	BP	GO:0060161	positive regulation of dopamine receptor signaling pathway	5	0.015425369267324338	1.0
183	BP	GO:0098880	maintenance of postsynaptic specialization structure	5	0.015425369267324338	1.0
184	BP	GO:1902033	regulation of hematopoietic stem cell proliferation	5	0.015425369267324338	1.0
185	BP	GO:1900377	negative regulation of secondary metabolite biosynthetic process	5	0.015425369267324338	1.0
186	BP	GO:2000481	positive regulation of cAMP-dependent protein kinase activity	5	0.015425369267324338	1.0
187	BP	GO:0044854	plasma membrane raft assembly	5	0.015425369267324338	1.0
188	BP	GO:0060711	labyrinthine layer development	5	0.015425369267324338	1.0
189	BP	GO:0031339	negative regulation of vesicle fusion	5	0.015425369267324338	1.0
190	BP	GO:0010517	regulation of phospholipase activity	62	0.015769735074960822	1.0
191	BP	GO:0043412	macromolecule modification	2174	0.016202381930727035	1.0
192	BP	GO:0045665	negative regulation of neuron differentiation	176	0.01701770751034906	1.0
193	BP	GO:0008306	associative learning	65	0.017245360561626188	1.0
194	BP	GO:0032729	positive regulation of interferon-gamma production	66	0.017749873395449794	1.0
195	BP	GO:0071277	cellular response to calcium ion	66	0.017749873395449794	1.0
196	BP	GO:0060193	positive regulation of lipase activity	67	0.018260635556378135	1.0
197	BP	GO:0071321	cellular response to cGMP	6	0.018482541249457612	1.0
198	BP	GO:0075509	endocytosis involved in viral entry into host cell	6	0.018482541249457612	1.0
199	BP	GO:2000138	positive regulation of cell proliferation involved in heart morphogenesis	6	0.018482541249457612	1.0
200	BP	GO:0035542	regulation of SNARE complex assembly	6	0.018482541249457612	1.0
201	BP	GO:2000630	positive regulation of miRNA metabolic process	6	0.018482541249457612	1.0
202	BP	GO:1902747	negative regulation of lens fiber cell differentiation	6	0.018482541249457612	1.0
203	BP	GO:0097106	postsynaptic density organization	6	0.018482541249457612	1.0
204	BP	GO:0035022	positive regulation of Rac protein signal transduction	6	0.018482541249457612	1.0
205	BP	GO:0050803	regulation of synapse structure or activity	6	0.018482541249457612	1.0
206	BP	GO:0032825	positive regulation of natural killer cell differentiation	6	0.018482541249457612	1.0
207	BP	GO:0019065	receptor-mediated endocytosis of virus by host cell	6	0.018482541249457612	1.0
208	BP	GO:0060440	trachea formation	6	0.018482541249457612	1.0
209	BP	GO:0009056	catabolic process	1432	0.018704078103103674	1.0
210	BP	GO:0007569	cell aging	69	0.01930074233517318	1.0
211	BP	GO:0006906	vesicle fusion	69	0.01930074233517318	1.0
212	BP	GO:0044267	cellular protein metabolic process	2269	0.01932676609781145	1.0
213	BP	GO:0050772	positive regulation of axonogenesis	70	0.019830004653275283	1.0
214	BP	GO:0007166	cell surface receptor signaling pathway	1494	0.020302285732159097	1.0
215	BP	GO:0048814	regulation of dendrite morphogenesis	72	0.020906742771711066	1.0
216	BP	GO:0006915	apoptotic process	519	0.021161422778312095	1.0
217	BP	GO:0090174	organelle membrane fusion	73	0.021454137369290346	1.0
218	BP	GO:0070305	response to cGMP	7	0.02153047628656845	1.0
219	BP	GO:0048668	collateral sprouting	7	0.02153047628656845	1.0
220	BP	GO:0003264	regulation of cardioblast proliferation	7	0.02153047628656845	1.0
221	BP	GO:0051960	regulation of nervous system development	718	0.02195813121402313	1.0
222	BP	GO:0007517	muscle organ development	75	0.022566775997209496	1.0
223	BP	GO:1901360	organic cyclic compound metabolic process	2379	0.022570408823290356	1.0
224	BP	GO:0048524	positive regulation of viral process	76	0.02313193991047267	1.0
225	BP	GO:0032386	regulation of intracellular transport	359	0.024426381218049114	1.0
226	BP	GO:0099084	postsynaptic specialization organization	8	0.02456920151561543	1.0
227	BP	GO:2000628	regulation of miRNA metabolic process	8	0.02456920151561543	1.0
228	BP	GO:0044857	plasma membrane raft organization	8	0.02456920151561543	1.0
229	BP	GO:0032823	regulation of natural killer cell differentiation	8	0.02456920151561543	1.0
230	BP	GO:0035773	insulin secretion involved in cellular response to glucose stimulus	8	0.02456920151561543	1.0
231	BP	GO:1902746	regulation of lens fiber cell differentiation	8	0.02456920151561543	1.0
232	BP	GO:0075733	intracellular transport of virus	8	0.02456920151561543	1.0
233	BP	GO:0035860	glial cell-derived neurotrophic factor receptor signaling pathway	8	0.02456920151561543	1.0
234	BP	GO:0001765	membrane raft assembly	8	0.02456920151561543	1.0
235	BP	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	8	0.02456920151561543	1.0
236	BP	GO:0032092	positive regulation of protein binding	79	0.02486233311031958	1.0
237	BP	GO:0007611	learning or memory	205	0.025359434165114804	1.0
238	BP	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	80	0.025450633220202117	1.0
239	BP	GO:0060284	regulation of cell development	752	0.026868961470829303	1.0
240	BP	GO:0060341	regulation of cellular localization	753	0.027023733748876698	1.0
241	BP	GO:0061061	muscle structure development	83	0.027249493567563038	1.0
242	BP	GO:0012501	programmed cell death	556	0.02752596519318719	1.0
243	BP	GO:0031340	positive regulation of vesicle fusion	9	0.02759874399383626	1.0
244	BP	GO:0042088	T-helper 1 type immune response	9	0.02759874399383626	1.0
245	BP	GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	9	0.02759874399383626	1.0
246	BP	GO:0032252	secretory granule localization	9	0.02759874399383626	1.0
247	BP	GO:0050884	neuromuscular process controlling posture	9	0.02759874399383626	1.0
248	BP	GO:0048672	positive regulation of collateral sprouting	9	0.02759874399383626	1.0
249	BP	GO:0060020	Bergmann glial cell differentiation	9	0.02759874399383626	1.0
250	BP	GO:0019062	virion attachment to host cell	9	0.02759874399383626	1.0
251	BP	GO:2000302	positive regulation of synaptic vesicle exocytosis	9	0.02759874399383626	1.0
252	BP	GO:1902188	positive regulation of viral release from host cell	9	0.02759874399383626	1.0
253	BP	GO:0030033	microvillus assembly	9	0.02759874399383626	1.0
254	BP	GO:0036289	peptidyl-serine autophosphorylation	9	0.02759874399383626	1.0
255	BP	GO:0001938	positive regulation of endothelial cell proliferation	84	0.02786030459531467	1.0
256	BP	GO:0060191	regulation of lipase activity	84	0.02786030459531467	1.0
257	BP	GO:0050769	positive regulation of neurogenesis	374	0.02786126339264578	1.0
258	BP	GO:0044248	cellular catabolic process	1258	0.02886194303079208	1.0
259	BP	GO:1901575	organic substance catabolic process	1221	0.028877402023673667	1.0
260	BP	GO:1901888	regulation of cell junction assembly	86	0.029098482478114012	1.0
261	BP	GO:0001568	blood vessel development	88	0.03035848094955045	1.0
262	BP	GO:0051093	negative regulation of developmental process	775	0.03058264854151169	1.0
263	BP	GO:0060159	regulation of dopamine receptor signaling pathway	10	0.030619130702324193	1.0
264	BP	GO:0032486	Rap protein signal transduction	10	0.030619130702324193	1.0
265	BP	GO:0044650	adhesion of symbiont to host cell	10	0.030619130702324193	1.0
266	BP	GO:1900029	positive regulation of ruffle assembly	10	0.030619130702324193	1.0
267	BP	GO:0005984	disaccharide metabolic process	10	0.030619130702324193	1.0
268	BP	GO:0048011	neurotrophin TRK receptor signaling pathway	10	0.030619130702324193	1.0
269	BP	GO:0060538	skeletal muscle organ development	10	0.030619130702324193	1.0
270	BP	GO:0048284	organelle fusion	90	0.031639997795592796	1.0
271	BP	GO:2001022	positive regulation of response to DNA damage stimulus	91	0.03228873191362513	1.0
272	BP	GO:0045597	positive regulation of cell differentiation	785	0.032299214650231486	1.0
273	BP	GO:0048513	animal organ development	1010	0.033420389620583225	1.0
274	BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	93	0.03360196563717142	1.0
275	BP	GO:0090557	establishment of endothelial intestinal barrier	11	0.03363038854532455	1.0
276	BP	GO:1902805	positive regulation of synaptic vesicle transport	11	0.03363038854532455	1.0
277	BP	GO:0032528	microvillus organization	11	0.03363038854532455	1.0
278	BP	GO:0044406	adhesion of symbiont to host	11	0.03363038854532455	1.0
279	BP	GO:2000668	regulation of dendritic cell apoptotic process	11	0.03363038854532455	1.0
280	BP	GO:2001214	positive regulation of vasculogenesis	11	0.03363038854532455	1.0
281	BP	GO:0050890	cognition	229	0.03366265226481604	1.0
282	BP	GO:0008219	cell death	587	0.033722350240774183	1.0
283	BP	GO:0050768	negative regulation of neurogenesis	230	0.034036012149353444	1.0
284	BP	GO:0048519	negative regulation of biological process	3815	0.034438757686564486	1.0
285	BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	95	0.034935974096546855	1.0
286	BP	GO:0048856	anatomical structure development	2364	0.03558934796095948	1.0
287	BP	GO:0090336	positive regulation of brown fat cell differentiation	12	0.03663254434951838	1.0
288	BP	GO:0099558	maintenance of synapse structure	12	0.03663254434951838	1.0
289	BP	GO:0070262	peptidyl-serine dephosphorylation	12	0.03663254434951838	1.0
290	BP	GO:0010832	negative regulation of myotube differentiation	12	0.03663254434951838	1.0
291	BP	GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	12	0.03663254434951838	1.0
292	BP	GO:0044794	positive regulation by host of viral process	12	0.03663254434951838	1.0
293	BP	GO:0099171	presynaptic modulation of chemical synaptic transmission	12	0.03663254434951838	1.0
294	BP	GO:0043303	mast cell degranulation	12	0.03663254434951838	1.0
295	BP	GO:0002279	mast cell activation involved in immune response	12	0.03663254434951838	1.0
296	BP	GO:0099500	vesicle fusion to plasma membrane	12	0.03663254434951838	1.0
297	BP	GO:2000774	positive regulation of cellular senescence	12	0.03663254434951838	1.0
298	BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	98	0.03697529974766582	1.0
299	BP	GO:0032649	regulation of interferon-gamma production	99	0.03766514687271668	1.0
300	BP	GO:0051129	negative regulation of cellular component organization	606	0.03792389862537601	1.0
301	BP	GO:0051962	positive regulation of nervous system development	415	0.03867935167263694	1.0
302	BP	GO:0021591	ventricular system development	13	0.03962562486471127	1.0
303	BP	GO:2001224	positive regulation of neuron migration	13	0.03962562486471127	1.0
304	BP	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	13	0.03962562486471127	1.0
305	BP	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	13	0.03962562486471127	1.0
306	BP	GO:0050774	negative regulation of dendrite morphogenesis	13	0.03962562486471127	1.0
307	BP	GO:0051173	positive regulation of nitrogen compound metabolic process	2460	0.039779487051256036	1.0
308	BP	GO:0051130	positive regulation of cellular component organization	1051	0.04026761883433862	1.0
309	BP	GO:0051961	negative regulation of nervous system development	246	0.04030493101663206	1.0
310	BP	GO:0001889	liver development	103	0.040473939994889206	1.0
311	BP	GO:0046330	positive regulation of JNK cascade	103	0.040473939994889206	1.0
312	BP	GO:0050793	regulation of developmental process	1949	0.04132760013324181	1.0
313	BP	GO:0033043	regulation of organelle organization	1061	0.04207031603296928	1.0
314	BP	GO:0022603	regulation of anatomical structure morphogenesis	838	0.04246585828213009	1.0
315	BP	GO:0033089	positive regulation of T cell differentiation in thymus	14	0.04260965676638053	1.0
316	BP	GO:2001212	regulation of vasculogenesis	14	0.04260965676638053	1.0
317	BP	GO:0048021	regulation of melanin biosynthetic process	14	0.04260965676638053	1.0
318	BP	GO:0014002	astrocyte development	14	0.04260965676638053	1.0
